track_name,artist_name,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
Boombastic,Shaggy,249933,11/7/95,72,0.808,0.538,2,-16.183,1,0.361,0.242,1.75E-05,0.316,0.781,158.328,4.16555
Crash Flow (Aint Trippin),Rae Rae,130063,4/12/20,47,0.512,0.518,2,-8.597,1,0.435,0.106,0,0.0676,0.587,77.58,2.167716667
Yahhh!,Soulja Boy,190186,1/1/07,56,0.615,0.81,4,-1.748,1,0.225,0.118,0,0.234,0.794,154.028,3.169766667
successful,Ariana Grande,227386,17/8/18,67,0.651,0.603,0,-4.607,0,0.0397,0.107,7.40E-06,0.106,0.735,114.045,3.789766667
Get Off The Corner,Lil Wayne,285626,19/12/00,29,0.254,0.803,4,-6.301,0,0.289,0.00778,2.27E-06,0.18,0.664,178.429,4.760433333
I Wanna Love You,Akon,247066,2006,71,0.768,0.45,0,-9.387,1,0.0417,0.0359,1.28E-06,0.308,0.352,99.989,4.117766667
Swish Swish,Katy Perry,242520,9/6/17,69,0.721,0.705,5,-5.201,0,0.0449,0.0184,1.82E-05,0.102,0.583,119.953,4.042
Vad söt du e,Rasmus Gozzi,174666,5/11/20,44,0.419,0.752,11,-5.876,1,0.0403,0.0898,0,0.383,0.907,134.1,2.9111
FEEL SOMETHING DIFFERENT,Bea Miller,207327,22/10/20,60,0.698,0.714,0,-4.716,1,0.0943,0.121,1.34E-05,0.244,0.373,124.999,3.45545
She Will Be Loved,Jemme,184911,9/10/20,50,0.581,0.65,4,-4.466,1,0.0362,0.279,0,0.189,0.349,102.009,3.08185
Potential Breakup Song,Aly & AJ,218333,29/12/20,70,0.705,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,157.995,3.638883333
Stuck with U (with Justin Bieber),Ariana Grande,228482,8/5/20,85,0.86,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3.808033333
Rain On Me (with Ariana Grande),Lady Gaga,182200,22/5/20,81,0.85,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,3.036666667
Dance Dance Dance,Astrid S,158387,5/6/20,1,-0.051,0.561,6,-7.616,1,0.438,0.331,0,0.337,0.52,195.901,2.639783333
OK Not To Be OK,Marshmello,159862,10/9/20,79,0.85,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,2.664366667
Igjen Og Igjen (feat. TIX),El Papi,144788,7/8/20,59,0.554,0.718,4,-5.926,0,0.0423,0.127,0,0.258,0.739,118.037,2.413133333
It’s Only A Heartbreak,Dagny,159475,4/9/20,29,0.367,0.478,2,-6.748,1,0.0593,0.213,0.000672,0.124,0.862,83.046,2.657916667
What If (I Told You I Like You),Johnny Orlando,219186,29/5/20,39,0.407,0.584,1,-5.047,1,0.165,0.188,0,0.125,0.389,93.111,3.6531
Taco Tuesday,Migos,96563,5/5/20,61,0.583,0.65,1,-7.071,1,0.154,0.000515,0,0.135,0.804,129.007,1.609383333
Hope,Twista,254960,1/1/05,65,0.557,0.666,8,-6.84,0,0.124,0.262,0,0.147,0.278,106.913,4.249333333
All The Things She Said,t.A.T.u.,214440,2002,77,0.729,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,3.574
One More Night,Maroon 5,219546,1/1/12,74,0.769,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,3.6591
Poison,Bell Biv DeVoe,261866,20/3/90,62,0.67,0.587,6,-10.161,0,0.237,0.00179,0.0193,0.645,0.754,111.762,4.364433333
Best Day Of My Life,American Authors,194240,1/1/14,79,0.87,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,3.237333333
Shooting Stars,Bag Raiders,235813,1/1/11,70,0.674,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,3.930216667
The Way I Are,Timbaland,179120,1/1/07,77,0.844,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,2.985333333
Biglang Liko,Ron Henley,253000,1/1/12,24,0.2,0.736,11,-4.547,0,0.0418,0.0681,0.000746,0.415,0.845,119.967,4.216666667
Mau,Shanti Dope,267013,22/12/17,52,0.528,0.76,4,-5.286,0,0.0352,0.154,0.000346,0.079,0.537,125.069,4.450216667
Binalewala - Original Version,Michael Dutchi Libranda,268486,7/10/19,58,0.527,0.57,10,-6.49,1,0.0337,0.569,0,0.0649,0.311,139.516,4.474766667
Nadarang,Shanti Dope,232960,8/12/17,59,0.63,0.535,1,-6.969,1,0.0799,0.609,0,0.115,0.693,118.008,3.882666667
Neneng B,Nik Makino,358015,15/5/19,4,0.019,0.447,5,-10.56,0,0.078,0.24,0,0.0858,0.353,117.959,5.966916667
Shantidope,Shanti Dope,211146,8/12/17,52,0.553,0.639,1,-6.469,1,0.197,0.199,0,0.089,0.655,148.999,3.5191
Buwan,juan karlos,343446,22/6/18,62,0.534,0.381,7,-11.808,1,0.04,0.447,0.000171,0.0902,0.36,126.008,5.7241
Araw Araw Love Flow G,Flow G,130607,28/2/20,47,0.446,0.548,9,-10.1,1,0.305,0.831,0,0.173,0.792,168.131,2.176783333
Sa Susunod Na Lang,PDL,214606,26/9/18,64,0.671,0.57,5,-6.232,0,0.12,0.104,0,0.0899,0.721,84.929,3.576766667
The Zebbiaanaa,Flow G,200156,13/12/19,49,0.433,0.349,1,-10.384,1,0.274,0.898,0,0.103,0.456,84.561,3.335933333
Ngayong Gabi,Al James,267456,14/8/17,57,0.637,0.628,2,-7.614,0,0.143,0.594,0,0.2,0.433,116.009,4.4576
Akala Ko Nung Una (feat. Future Thug),O.C. Dawgs,301388,16/12/16,54,0.455,0.681,9,-3.68,1,0.0523,0.225,0,0.109,0.368,134.915,5.023133333
Sa Ngalan Ng Pag-Ibig,December Avenue,285138,29/4/17,65,0.622,0.762,7,-3.907,1,0.0305,0.0851,0,0.148,0.271,155.985,4.7523
Bumalik Ka Na Sa'kin,Silent Sanctuary,216386,11/6/13,54,0.56,0.585,2,-8.581,1,0.04,0.00393,0,0.0749,0.794,123.99,3.606433333
Kahit Ayaw Mo Na,This Band,243015,2/11/18,63,0.578,0.529,2,-8.539,1,0.0351,0.341,0.000208,0.105,0.424,127.584,4.05025
Hayaan Mo Sila,Ex Battalion,367229,13/1/18,57,0.653,0.704,5,-4.747,1,0.0624,0.71,0,0.066,0.71,80.018,6.120483333
Sabi Ko Na Barbie,Power Beats Club,207307,25/2/20,20,0.294,0.936,1,-3.361,1,0.0501,0.144,0.652,0.326,0.977,132.004,3.455116667
Dati,Sam Concepcion,240600,2013,53,0.629,0.644,8,-5.741,1,0.114,0.239,0,0.124,0.758,183.905,4.01
Kinikilig,Hazel Faith,225601,20/5/16,41,0.345,0.689,4,-8.553,1,0.0329,0.191,1.62E-06,0.214,0.897,127.97,3.760016667
Panalo (Trap Cariñosa),Ez Mil,217414,27/7/20,52,0.539,0.776,0,-4.799,0,0.403,0.0246,0,0.368,0.475,139.987,3.623566667
Filipina Girl,Billy Crawford,218133,22/3/19,51,0.551,0.463,0,-7.655,1,0.317,0.663,0,0.092,0.499,119.675,3.63555
Baby Ko Si Kulot,Guthrie Nikolao,245280,4/2/21,51,0.605,0.652,6,-7.303,1,0.0535,0.269,0,0.0368,0.96,147.05,4.088
Byahe,John Roa,249184,30/9/16,73,0.801,0.471,8,-9.486,1,0.053,0.565,0.00277,0.0919,0.56,126.618,4.153066667
Dance With You,Skusta Clee,244321,19/11/20,71,0.769,0.629,8,-7.1,1,0.0833,0.0375,0,0.108,0.552,116,4.072016667
Nangangamba,Zack Tabudlo,210354,7/8/20,75,0.759,0.547,1,-6.772,1,0.0248,0.112,0,0.19,0.208,98.032,3.5059
Kathang Isip,Ben&Ben,318814,23/6/17,70,0.674,0.314,10,-8.58,1,0.0301,0.776,4.76E-06,0.152,0.295,126.921,5.313566667
Dalaga,ALLMO$T,297932,23/7/18,54,0.447,0.499,8,-10.123,1,0.0825,0.535,0.000119,0.0889,0.537,109.962,4.965533333
Anestisya,JBK,236670,4/10/19,9,0.028,0.505,10,-9.848,0,0.0266,0.587,0,0.115,0.479,139.669,3.9445
Nobela,Join The Club,291506,1/4/16,62,0.59,0.548,8,-5.998,1,0.027,0.36,0,0.173,0.518,163.434,4.858433333
Hindi Tayo Pwede,The Juans,303937,26/10/18,65,0.603,0.281,11,-11.414,1,0.035,0.437,0.00114,0.102,0.127,79.919,5.065616667
Oks Lang,John Roa,336369,14/2/18,59,0.547,0.237,9,-14.538,1,0.0451,0.855,0.000386,0.0961,0.165,80.13,5.60615
Pagtingin,Ben&Ben,227370,12/5/19,65,0.641,0.42,2,-8.464,1,0.0253,0.506,0,0.404,0.523,95.049,3.7895
Akala,Marion Aunor,341167,20/7/18,51,0.542,0.185,10,-11.423,1,0.0635,0.864,0,0.105,0.185,125.044,5.686116667
'Di Na Muli,Janine Teñoso,207018,6/4/18,55,0.618,0.561,1,-3.092,1,0.0517,0.192,0,0.0914,0.352,88.69,3.4503
Vibe With Me,Matthaios,139180,15/9/19,58,0.572,0.297,1,-13.695,1,0.0553,0.722,0,0.101,0.443,100.031,2.319666667
Chinita,Raf Davis,234885,25/1/20,47,0.489,0.633,10,-8.543,1,0.0638,0.0595,0,0.133,0.372,163.973,3.91475
Ingatan Mo,Yayoi,268993,24/10/19,53,0.439,0.678,0,-6.261,1,0.0349,0.765,0,0.112,0.795,159.962,4.483216667
Balang Araw,Inigo Pascual,246923,5/6/20,35,0.263,0.723,0,-5.414,1,0.0345,0.534,2.67E-06,0.105,0.539,104.062,4.115383333
Selfie Song,Davey Langit,281000,1/9/17,31,0.326,0.855,7,-4.137,1,0.0261,0.00165,0,0.0939,0.572,105.044,4.683333333
Heart React,ALLMO$T,311038,24/1/20,44,0.343,0.621,10,-8.632,1,0.15,0.381,4.54E-06,0.0839,0.499,130.649,5.183966667
Dati,Tippy Dos Santos,238360,2015,47,0.401,0.646,8,-6.105,1,0.0557,0.248,0,0.146,0.758,91.984,3.972666667
Walang Gana,King Badger,200393,24/4/19,49,0.571,0.485,8,-8.814,1,0.0743,0.419,0,0.105,0.861,126.074,3.339883333
Pauwi Nako,PDL,341573,28/7/18,62,0.523,0.746,1,-6.277,1,0.0464,0.0175,0,0.107,0.467,136.887,5.692883333
Nakakamiss,Smugglaz,307252,10/11/14,52,0.593,0.817,6,-8.243,1,0.045,0.573,3.58E-05,0.144,0.837,124.947,5.120866667
Tao Lang,Loonie,255386,1/1/13,50,0.53,0.964,1,-2.784,1,0.069,0.243,0,0.221,0.807,103.032,4.256433333
Kabet,Soulstice,258513,10/7/20,32,0.269,0.667,7,-5.156,1,0.0545,0.453,8.47E-05,0.311,0.79,180.079,4.30855
KLWKN,Music Hero,256572,31/1/19,67,0.607,0.394,2,-6.997,1,0.0366,0.575,0,0.267,0.375,152.03,4.2762
Social Media (Damn),ALLMO$T,382129,28/3/20,37,0.282,0.674,2,-4.429,1,0.077,0.0846,1.47E-06,0.0557,0.749,135.081,6.368816667
BamBamBam,Karencitta,211182,27/1/19,49,0.465,0.837,11,-4.397,1,0.213,0.153,0,0.21,0.767,120.737,3.5197
Kahit Ganyan Ka,Jr Crown,250028,3/4/20,46,0.419,0.578,9,-8.668,1,0.0459,0.261,3.31E-06,0.0817,0.422,100.975,4.167133333
Baka Di Tayo,Yayoi,288493,23/6/20,52,0.619,0.404,1,-8.453,1,0.0662,0.574,0,0.119,0.492,148.005,4.808216667
Pag Tumingin Ka Akin Ka,Princess Thea,227977,10/1/19,42,0.409,0.442,11,-9.048,0,0.0865,0.713,0,0.099,0.324,98.03,3.799616667
Binibining Dalaga,Vinoh,194628,30/7/20,7,0.123,0.571,0,-7.934,1,0.0667,0.255,0,0.267,0.843,147.884,3.2438
Sayaw Kikay,Star Music Artist,259343,6/12/04,20,0.3,0.786,10,-10.368,0,0.194,0.103,0,0.334,0.691,147.965,4.322383333
Tahong Ni Carla (Budots Bombtek),Power Beats Club,366915,1/9/20,31,0.337,0.911,1,-5.839,1,0.0561,0.0283,0.000554,0.0841,0.98,140.022,6.11525
Sumayaw Ka,Gloc 9,222160,16/3/07,40,0.319,0.641,0,-10.825,1,0.0621,0.0377,0,0.0424,0.806,120.053,3.702666667
'Di Lahat,Donnalyn,234893,5/10/18,45,0.469,0.731,6,-6.765,1,0.0428,0.281,0.0219,0.0964,0.433,94.008,3.914883333
Hindi Ako,Donnalyn,289454,5/10/18,27,0.318,0.682,0,-7.634,1,0.0485,0.22,0,0.107,0.351,82.472,4.824233333
Baliw Sayo (feat. Bosx1ne),John Roa,287089,30/9/16,52,0.435,0.554,1,-6.637,1,0.0454,0.846,3.17E-05,0.094,0.687,127.935,4.784816667
Need You,Bosx1ne,354071,21/1/17,58,0.542,0.596,1,-6.864,1,0.127,0.484,0,0.102,0.291,74.635,5.901183333
Bounty,Ex Battalion,354087,10/2/20,52,0.578,0.584,0,-7.617,1,0.0412,0.0644,0,0.0804,0.235,132.009,5.90145
Pekeng Kaibigan,Geo Ong,249085,11/2/19,47,0.398,0.58,4,-9.069,1,0.187,0.315,0,0.108,0.765,126.057,4.151416667
Pwede Ba - Cover Version,Al James,224880,20/10/19,48,0.427,0.628,5,-7.488,1,0.0334,0.648,0.0122,0.0965,0.471,134.062,3.748
Tampo,ALLMO$T,321274,23/5/20,39,0.409,0.409,1,-9.205,1,0.127,0.3,2.95E-06,0.121,0.567,150.225,5.354566667
Dito Ka Lang,Cash Koo,253341,19/5/20,29,0.295,0.446,11,-9.26,0,0.0526,0.694,0.00582,0.0773,0.42,91.02,4.22235
Bisaya,Kuya Bryan,209978,16/11/18,34,0.431,0.864,0,-4.262,1,0.0415,0.263,0,0.272,0.936,89.956,3.499633333
Lexi,Nik Makino,229067,6/8/18,4,0.032,0.481,5,-11.796,1,0.372,0.00265,0,0.11,0.178,74.991,3.817783333
Ikaw Lang,Kiyo,241658,10/5/19,62,0.681,0.499,7,-8.554,1,0.0714,0.317,1.64E-05,0.131,0.5,79.992,4.027633333
Sama-Sama,Ex Battalion,308332,12/4/19,48,0.431,0.82,0,-5.592,1,0.105,0.102,0,0.218,0.852,66.993,5.138866667
Chito,Matthaios,263993,9/2/20,37,0.35,0.477,5,-13.901,1,0.0663,0.768,0,0.108,0.677,140.067,4.399883333
Cutie Uyyy,Soulthrll,134400,9/2/20,59,0.605,0.441,0,-7.907,1,0.0652,0.0759,2.34E-05,0.122,0.387,75.045,2.24
"Come with Me (feat. Bosx1ne, Flow-G, King Badger & Jroa)",Ex Battalion,340606,13/4/17,52,0.577,0.448,0,-9.133,1,0.363,0.527,3.65E-05,0.0497,0.749,65.757,5.676766667
No Games (feat. King Badger & Skusta Clee),Ex Battalion,329432,25/9/16,51,0.562,0.526,0,-8.344,0,0.0473,0.174,0,0.203,0.489,99.019,5.490533333
Dati (feat. Skusta Clee),John Roa,197192,30/9/16,59,0.514,0.495,9,-8.209,1,0.0347,0.734,0,0.05,0.707,167.842,3.286533333
Follow My Lead,Ex Battalion,277207,4/6/18,46,0.403,0.674,7,-5.627,0,0.0328,0.277,0,0.0427,0.488,100.056,4.620116667
Kakaiba (feat. Jroa & Skusta Clee),Ex Battalion,302803,5/6/16,50,0.533,0.439,11,-9.651,0,0.0802,0.425,0,0.0826,0.237,97.043,5.046716667
Tell Me,Ex Battalion,299730,6/12/16,46,0.386,0.677,2,-6.256,1,0.0614,0.538,0,0.104,0.908,100.019,4.9955
Ganda Mo,Cue C,285594,17/3/16,41,0.375,0.895,6,-6.557,1,0.0312,0.000383,0,0.317,0.365,115.964,4.7599
Kahit Bata Pa Ako,Aikee,239653,2/2/05,38,0.295,0.499,8,-6.254,1,0.0994,0.14,1.51E-05,0.444,0.886,90.995,3.994216667
Pasipsip Naman (feat. Eman & Third Flo'),Abaddon,323489,6/4/15,38,0.419,0.699,8,-5.289,1,0.0434,0.4,0,0.17,0.794,138.839,5.391483333
Di Ako Fuckboy (feat. Agsunta),John Roa,271123,1/6/17,50,0.527,0.381,7,-12.189,1,0.0431,0.809,0,0.201,0.536,91.052,4.518716667
The Love,Flow G,250615,28/9/19,42,0.346,0.0474,11,-21.211,1,0.146,0.93,0,0.15,0.824,115.816,4.176916667
Baliw Sayo (feat. Bosx1ne),John Roa,287089,1/8/16,31,0.213,0.554,1,-6.637,1,0.0454,0.846,3.17E-05,0.094,0.687,127.935,4.784816667
Larawan (feat. Flow G),John Roa,338558,30/9/16,55,0.477,0.522,9,-7.543,1,0.0587,0.7,0,0.196,0.665,138.308,5.642633333
Dahil Sayo,Jom,244138,23/2/20,44,0.52,0.389,6,-10.154,1,0.0301,0.302,0,0.111,0.269,135.02,4.068966667
You & I,Ijiboy,300444,13/3/20,40,0.319,0.587,8,-6.94,0,0.051,0.0748,0,0.76,0.807,135.042,5.0074
Unreleased,Kakaiboys,312891,9/4/18,46,0.557,0.56,7,-9.167,1,0.189,0.39,0,0.0809,0.866,179.764,5.21485
HBD (Birthday Mo),Donnalyn,378666,5/10/18,36,0.27,0.827,7,-5.159,1,0.115,0.11,7.19E-06,0.158,0.463,90.002,6.3111
Parokyana Beatbox,krisostomo,182088,26/8/19,4,0.09,0.503,11,-11.931,0,0.32,0.329,0.0375,0.248,0.581,91.938,3.0348
"Simpleng Tao - From ""James and Pat and Dave",Zephanie,257009,7/2/20,37,0.295,0.527,11,-11.349,1,0.0671,0.542,0,0.258,0.803,168.003,4.283483333
Goldigs (Masaya Na Ko),Henyong Makata,233781,12/5/20,39,0.354,0.69,1,-7.736,0,0.0601,0.155,0,0.0681,0.914,109.984,3.89635
Ikaw Kase,Ex Battalion,390112,6/8/18,50,0.521,0.679,0,-9.315,1,0.0885,0.773,5.30E-06,0.109,0.873,80.01,6.501866667
Trip Lang,Shehyee,182773,11/10/13,44,0.534,0.907,7,-4.73,1,0.0304,0.0384,7.13E-06,0.111,0.556,130.04,3.046216667
Hindi Na Nga,This Band,282442,14/9/18,59,0.677,0.413,7,-11.566,1,0.0334,0.0877,2.95E-05,0.124,0.108,136.818,4.707366667
Napagod Na,Yakusaaa,180585,26/1/20,29,0.204,0.341,9,-14.763,1,0.182,0.409,0,0.0801,0.469,77.416,3.00975
Paligoy-ligoy,Nadine Lustre,198533,19/3/14,40,0.34,0.79,5,-4.47,1,0.0273,0.03,0,0.0445,0.937,98.016,3.308883333
Halo Halo,SB NewGen,168364,28/8/20,15,0.127,0.551,0,-6.687,1,0.077,0.00822,1.15E-06,0.109,0.358,100.005,2.806066667
Pajama Party,1096 Gang,323476,9/1/21,39,0.337,0.607,11,-9.236,1,0.123,0.091,0,0.25,0.765,88.021,5.391266667
Ikaw Ra Gang,Dj Rowel,235116,18/9/20,37,0.321,0.624,9,-7.289,1,0.0421,0.0582,1.92E-06,0.12,0.961,140.047,3.9186
Na-Akit,Henyong Makata,255399,23/5/20,46,0.527,0.478,9,-12.732,1,0.545,0.622,0,0.152,0.852,169.844,4.25665
Kabilang Buhay,Bandang Lapis,325024,20/3/20,64,0.654,0.352,1,-14.428,0,0.0301,0.251,5.40E-06,0.197,0.203,139.647,5.417066667
My Morena Girl,Hey Joe Show,238320,11/1/17,48,0.44,0.374,1,-11.811,1,0.0367,0.442,0.00061,0.114,0.617,125.039,3.972
Simpleng Tao,Gloc 9,244600,1/9/03,59,0.542,0.686,1,-5.994,1,0.0409,0.18,0.0153,0.0472,0.962,88.009,4.076666667
Hinahanap Ng Puso,Gloc 9,262560,1/9/03,54,0.472,0.552,7,-6.983,1,0.0294,0.0162,0.00196,0.191,0.528,140.026,4.376
Ginalingan,Ex Battalion,299242,6/8/18,43,0.342,0.8,8,-5.547,1,0.118,0.594,0,0.0439,0.861,98.029,4.987366667
Sasamahan Kita (Araw-Araw Ng Puso) [Part 2],Jom,284062,14/2/21,57,0.558,0.511,1,-6.735,1,0.0284,0.677,0,0.339,0.346,75.711,4.734366667
Sexing Maliit,ALLMO$T,273792,25/1/21,53,0.56,0.781,4,-4.767,0,0.0527,0.488,5.23E-05,0.165,0.875,82.018,4.5632
Wag Na Lang,MC Einstein,232380,4/9/20,64,0.722,0.529,5,-5.156,0,0.0385,0.115,0,0.119,0.465,126.026,3.873
Catching Feelings,Inigo Pascual,159304,2/8/19,57,0.628,0.555,11,-6.964,0,0.107,0.355,0,0.0924,0.53,172.11,2.655066667
Pia,BLYMLDT,223800,12/1/20,22,0.147,0.631,3,-8.391,1,0.118,0.474,0,0.0923,0.66,100.011,3.73
Teka Lang,Emman,196582,25/3/20,64,0.679,0.169,2,-15.515,1,0.0324,0.76,0,0.0909,0.197,87.003,3.276366667
Walwal,VVS Collective,414647,5/9/19,55,0.581,0.533,5,-9.498,0,0.0416,0.092,1.72E-05,0.12,0.384,160.026,6.910783333
O Pag-ibig,Bailey May,217453,7/3/15,36,0.328,0.516,0,-6.94,1,0.0277,0.0386,0,0.234,0.61,170.017,3.624216667
"Bat Ngayon?, Pt.1",CLR,217286,1/4/18,31,0.365,0.497,9,-7.439,0,0.0985,0.609,0.000173,0.135,0.717,104.99,3.621433333
Love,Justin Vasquez,216946,1/4/18,52,0.517,0.463,4,-8.002,0,0.052,0.575,0,0.27,0.336,115.995,3.615766667
Pinay Na Sobrang Fine,Kyle Zagado,219850,7/1/20,50,0.535,0.496,5,-7.022,0,0.0409,0.276,1.48E-06,0.0912,0.726,87.986,3.664166667
Maikee's Letters,Just Hush,300893,25/5/18,59,0.567,0.503,0,-8.266,1,0.0742,0.171,0.00197,0.0586,0.295,121.931,5.014883333
Rawstarr 'Til I Die,Psychedelic Boyz,241423,21/5/19,46,0.541,0.854,11,-4.13,1,0.262,0.0728,0,0.337,0.624,84.08,4.023716667
LATINA,Al James,211406,19/7/19,54,0.517,0.704,4,-5.062,0,0.0393,0.164,1.33E-05,0.184,0.523,128.055,3.523433333
Pakinabang,Ex Battalion,430349,5/8/19,48,0.474,0.55,2,-10.231,1,0.144,0.185,0,0.0558,0.837,154.987,7.172483333
July,Noah Cyrus,156106,15/5/20,83,0.747,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,2.601766667
changes,XXXTENTACION,121886,16/3/18,82,0.749,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,2.031433333
...Baby One More Time,Britney Spears,211066,12/1/99,79,0.831,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,3.517766667
Breakeven,The Script,261426,14/7/08,74,0.737,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,4.3571
The Scientist,Coldplay,309600,8/8/02,83,0.731,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,5.16
The Man Who Can't Be Moved,The Script,241466,8/9/08,56,0.594,0.629,10,-5.024,1,0.0264,0.425,0,0.0978,0.325,99.955,4.024433333
Symphony (feat. Zara Larsson),Clean Bandit,212733,30/11/18,74,0.752,0.605,0,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,3.54555
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,258342,9/10/12,84,0.81,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4.3057
Hey Ya! - Radio Mix / Club Mix,Outkast,235213,23/9/03,1,-0.025,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,3.920216667
Miami,Will Smith,197560,3/10/97,71,0.704,0.534,1,-6.178,1,0.15,0.0339,1.67E-05,0.0441,0.89,108.17,3.292666667
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,207333,11/10/11,78,0.853,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,3.45555
Beautiful Girls,Sean Kingston,225373,23/7/07,78,0.737,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,3.756216667
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,321649,17/2/15,70,0.638,0.858,0,-3.067,1,0.105,0.194,7.89E-06,0.256,0.523,97.033,5.360816667
Umbrella,Rihanna,275986,31/3/07,64,0.66,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,4.599766667
Venus,Ron Henley,323720,1/1/13,16,0.12,0.825,1,-6.875,0,0.12,0.146,1.36E-05,0.173,0.857,156.08,5.395333333
Kiat Jud Dong,DJ Red Core,257201,21/3/18,36,0.305,0.999,5,1.077,1,0.0516,0.000883,0.11,0.0673,0.948,139.998,4.286683333
Neneng B,Nik Makino,358015,15/5/19,55,0.484,0.447,5,-10.56,0,0.0781,0.242,0,0.0858,0.353,117.959,5.966916667
Sinabmarin,Andrew E.,317640,28/1/02,49,0.542,0.608,5,-8.757,1,0.0553,0.0106,0,0.118,0.972,114.648,5.294
Puhon,TJ Monterde,240167,14/5/20,55,0.496,0.583,7,-4.947,1,0.0717,0.403,0,0.0845,0.691,179.758,4.002783333
Nararahuyo,Matthaios,156923,7/10/20,53,0.581,0.331,4,-11.344,1,0.326,0.622,0,0.141,0.407,86.872,2.615383333
Sakin Ka Na Lang,DJ Loonyo,204251,24/1/21,29,0.237,0.572,1,-5.513,1,0.0488,0.293,0,0.131,0.821,146.049,3.404183333
Aking Prinsesa,Gimme 5,245967,1/1/14,41,0.462,0.481,10,-8.206,1,0.0272,0.188,0,0.116,0.572,93.002,4.09945
Bright Man Unta Ka,Al Moralde,210697,5/10/18,29,0.367,0.381,1,-12.269,1,0.0738,0.168,6.43E-05,0.111,0.329,110.003,3.511616667
Ulap,Rob Deniel,405738,13/9/20,68,0.67,0.385,1,-8.967,0,0.0355,0.398,0.00564,0.112,0.429,120.016,6.7623
Binibini,Zack Tabudlo,221538,26/3/21,79,0.76,0.374,5,-10.606,1,0.032,0.423,1.54E-06,0.435,0.0979,129.863,3.6923
Pangako,Kyle Echarri,247960,13/10/18,47,0.526,0.794,1,-6.968,1,0.0528,0.197,0,0.0833,0.665,100.022,4.132666667
Sigurado,Zack Tabudlo,235471,4/12/20,61,0.566,0.413,7,-8.973,1,0.0316,0.0984,0,0.28,0.68,105.98,3.924516667
Miss Taga San Ka?,DJ Red Core,234475,21/3/18,24,0.206,0.989,0,-0.071,1,0.0555,0.00565,0.296,0.0926,0.765,139.99,3.907916667
Dyosa,O.C. Dawgs,272184,19/4/21,58,0.629,0.841,11,-5.055,1,0.215,0.062,0,0.112,0.702,154.997,4.5364
Film out,BTS,214620,1/4/21,86,0.931,0.709,10,-6.404,1,0.134,0.296,0,0.331,0.314,164.032,3.577
Tagpuan,Moira Dela Torre,260240,19/2/18,62,0.621,0.121,8,-8.206,1,0.0345,0.862,0,0.0788,0.293,135.268,4.337333333
Kung 'Di Rin Lang Ikaw,December Avenue,267759,22/7/18,66,0.577,0.482,4,-4.736,1,0.0288,0.161,0,0.187,0.132,133.894,4.46265
Sana,I Belong to the Zoo,277098,25/4/18,66,0.654,0.373,7,-7.874,1,0.029,0.701,0,0.226,0.348,126.887,4.6183
Ako Muna,Yeng Constantino,222063,23/3/18,56,0.5,0.573,6,-5.184,1,0.0311,0.576,0.000153,0.0676,0.193,135.991,3.70105
Ikaw At Ako,Moira Dela Torre,269876,14/1/19,64,0.694,0.355,4,-7.351,1,0.0289,0.887,0.00179,0.322,0.366,135.525,4.497933333
Hiling,Mark Carpio,235009,15/1/15,59,0.633,0.244,4,-9.917,1,0.0361,0.808,0,0.092,0.385,82.121,3.916816667
Kay Tagal,Mark Carpio,219966,15/1/15,52,0.538,0.42,2,-8.32,1,0.0308,0.721,0,0.119,0.308,121.966,3.6661
Ikaw,Yeng Constantino,284920,30/10/14,59,0.593,0.336,10,-7.21,1,0.0307,0.575,0,0.0784,0.105,120.027,4.748666667
Sundo,Imago,243653,2007,56,0.536,0.515,9,-6.551,1,0.0232,0.468,1.27E-05,0.0873,0.334,79.987,4.060883333
